blogs_count,brief_intro,comment_count,concern_count,content,label,followers_count,forward,like,mid,name,time,url
,comment,4.20805E+15,,正在看冬奥风云会，很巧，我看过张培萌田径的最后一跑，记得他说不想结束运动生涯，继续为祖国发光发热…挺感动的。现在看到他转型雪车队，我突然好激动呀，是好激动，在家给我爸讲他是谁，他就是田径队的。好棒??，加油！我也要加油！生活就是充满惊喜和新奇！,3,,,,4.20227E+15,小型飞机运载大米,2018/2/16 13:53,https://weibo.com/6416738052
27548,中国联合网络通信有限公司衡阳市分公司,,134,在上海和北京，联通开展了智能场馆验证，中国联通作为2022年北京冬奥会合作伙伴，与英特尔、阿里、腾讯开展了基于5G边缘云的智慧场馆建设，试点内容包括安保、VR直播、虚拟圣火等。#联通智为你而能#,2,40819,,,4.25486E+15,湖南联通衡阳分公司客服,2018/6/25 18:10,
,comment,4.20231E+15,,从中国短跑第一人到中国国家雪车队成员，这样的转型，令人佩服！,3,,,,4.20227E+15,longtengtz,2018/1/31 17:36,https://weibo.com/1825835847
,comment,4.2127E+15,,北京，不见不散,2,,,,4.2127E+15,想做小仙女的丑女孩,2018/3/1 10:09,
,comment,4.19946E+15,,我能说…我听哭了吗[认真脸],3,,,,4.19929E+15,饺汁专家,2018/2/22 23:27,
,comment,4.19909E+15,,唐嫣会,2,,,,4.19907E+15,duebass569,2018/2/25 11:20,
,comment,4.2048E+15,, 不跑百米了？,1,,,,4.20226E+15,唇边一pie的痕迹 ,2018/2/7 14:45,https://weibo.com/u/3032208524?refer_flag=1001030106_
4245,河北科技大学理工学院共青团委员会官方微博,,150,【央视专访张艺谋：平昌“北京8分钟”表演主题基本确定为“2022，相约北京”】2018韩国平昌冬奥会开幕在即，负责执导闭幕式交接仪式“北京8分钟”的张艺谋，正带领主创团队进行赴平昌前的最后彩排。平昌 “北京8分钟”定位是什么？将呈现怎样的表演？来听听他是怎么说的↓（央视记者曹岩）L央视新闻的秒拍视频 收起全文d,2,2764,,5,4.19719E+15,河北科技大学理工学院院团委,2018/1/17 14:25,
,comment,4.21243E+15,, 好样的,3,,,,4.21243E+15,黑se会 ,2018/2/28 16:20,https://weibo.com/u/1085080770?refer_flag=1001030106_
,comment,4.20228E+15,,加油,3,,,,4.20227E+15,QYFCandy淘气猫咪,2018/1/31 15:54,https://weibo.com/5110884958
,comment,4.2487E+15,,瘦的呀！,2,,,,4.24868E+15,_珊珊珊ohohoh,2018/6/8 18:03,https://weibo.com/1842948261
,comment,4.20263E+15,,[钢骨]大写的一个Niu 祝君在这一赛场上再攀高峰,3,,,,4.20227E+15,沸腾de冰雪,2018/2/1 14:46,https://weibo.com/1884926873
,comment,4.25584E+15,,以后回家能快点了,2,,,,4.25565E+15,我们一路在成长,2018/6/28 11:13,https://weibo.com/3115810225
,comment,4.24916E+15,,你已经瘦的像个老头了,2,,,,4.24868E+15,少年-不会飞,2018/6/10 0:30,https://weibo.com/6008511848
,comment,4.19695E+15,,昌平加油??,3,,,,4.19694E+15,霸凌侯爷,2018/1/16 22:53,https://weibo.com/2143023830
,comment,4.21142E+15,,满分,3,,,,4.21142E+15,成都膨胀妹,2018/2/25 21:14,https://weibo.com/2844816393
16666,网易体育频道官方微博,,1157,【冬奥开闭幕场馆鸟巢2020年翻新 水立方11月改造】昨天，朝阳召开北京2022年冬奥会筹备工作协调会。据场馆相关负责人介绍，水立方拟于今年11月启动改造，明年11月举行测试赛；鸟巢将于2020年起实施改造。O冬奥开闭幕场馆鸟巢2020年翻新 水立方11月改造 #网易新闻# @网易新闻客户端,2,150312,1,1,4.22322E+15,网易体育频道,2018/3/30 10:42,
,comment,4.19908E+15,,不能因为少部分人反对 就置大部分堵在路上的人不顾,1,,,,4.19908E+15,金鹿小王,2018/1/22 19:52,https://weibo.com/2973551450
136697,数码博主,,1317,张艺谋揭秘平昌冬奥会“北京8分钟”：不是老一套_手机凤凰网。万变不离其宗O网页链接,2,4046,,,4.20039E+15,慈善先生杨东风,2018/1/26 10:36,
7709,微博银川同城大使,1,1243,【震撼！北京八分钟来了！】随着五星红旗的升起，冬奥会终于进入北京时间！#平昌冬奥# 的闭幕式也终于迎来了北京八分钟！24名来自北京体育大学的轮滑演员和24个带着透明冰屏的智能机器人，象征着第24届北京冬奥会。他们借助高科技实现的影像变换，在舞台上滑出漂亮的曲线轨迹，与智能机器人相映成趣，带来了一场融合科技与文化的视听盛宴。2022，北京欢迎你！2022，我们准备好了！ LCCTV5的微博视频 收起全文d,3,181828,,4,4.21164E+15,银川生活,2018/2/26 11:27,
,comment,4.20232E+15,,这么牛,3,,,,4.20227E+15,AWC小娟,2018/1/31 18:27,https://weibo.com/1752809790
,comment,4.20051E+15,,我好想看我们拍摄冬奥会宣传片的视频,3,,,,4.20037E+15,小乔哎e,2018/1/26 18:23,https://weibo.com/5273098885
,comment,4.19723E+15,,是巴中这个平昌吗,2,,,,4.19694E+15,小小小小小子耶,2018/1/17 17:24,https://weibo.com/5703814421
,comment,4.20278E+15,,听说第三节课做实验，，，，唉，，，，木囊的很,1,,,,4.20253E+15,用户6362929177,2018/2/2 1:05,https://weibo.com/6362929177
258,奥地利滑雪品牌,,12,"ATOMIC军团又添新成员！
欢迎越野滑雪运动员 Simon Eder 成为ATOMIC赞助滑手，作为有史以来奥地利最成功的越野滑手之一，自2006/07赛季首次参加世界杯比赛后，共取得了5次冠军，25次登上领奖台。另外还曾夺得过冬奥会和世界锦标赛的银牌和铜牌。

四年后 Simon 将参与北京2022冬奥会，祝福他取得更好成绩！

#滑雪# #双板# #ATOMIC# #weareskiing# 收起全文d",2,6195,,1,4.23456E+15,Atomic阿托米克,2018/4/30 17:51,
,comment,4.19552E+15,,求教申请过程大佬,2,,,,4.19544E+15,夏日爱吃柚子的大魔王,2018/2/26 12:28,
15211,中国共产主义青年团陕西省岚皋县委员会官方微博,,513,【“北京8分钟”背后的故事】平昌冬奥会闭幕式，“北京8分钟”惊艳世界 ！24名轮滑演员与24个带有透明冰屏的智能机器人翩跹起舞，向全世界发出来 自中国的邀请。而这完美呈现的背后，却是风雨无阻的演练，直到分毫不 差。戳↓听北京体育大学的师生们讲述着冬奥会背后的故事！LCCTV欢乐中国人的秒拍视频 LCCTV欢乐中国人的秒拍视频 收起全文d,3,3473,,,4.21975E+15,共青团岚皋县委,2018/3/20 20:42,
,comment,4.19696E+15,,请关注 “”南京钱宝系” 事件，第一大头条， 百万合伙人期待正义的发声！！,3,,,,4.19694E+15,Alice5288,2018/1/16 23:27,https://weibo.com/6445992037
,comment,4.19908E+15,,我以为我看错，没想到真的有关晓彤呐,2,,,,4.19907E+15,芋圆果粒子,2018/1/23 1:39,
,comment,4.20228E+15,,加油[加油],3,,,,4.20227E+15,PiKaaPikka-,2018/1/31 16:08,https://weibo.com/1763995002
,comment,4.25437E+15,,豆豆帅呆了,3,,,,4.25416E+15,犟压全城,2018/6/24 9:46,https://weibo.com/1874587584
,comment,4.25369E+15,,我也期待2022年北京冬奥会,2,,,,4.25369E+15,不苦糖果屋,2018/6/22 12:41,https://weibo.com/6369987900
14694,#李弘彬#超级话题主持人团队,7,110,"#李弘彬# 【180129】showgle FB&ins同步更新弘彬相关：
VIXX将会参加2018.2.24（周六）19点（北京时间18点）在春川湖畔体育馆举行的平昌冬奥会成功举办纪念演唱会
转载请注明原出处以及李弘彬吧#VIXX##酒窝甜豆李弘彬#

超话签到【http://t.cn/RJP6nlH】",2,34469,27,95,4.20157E+15,李弘彬百度贴吧,2018/1/29 16:50,
54853,全国十大公职人员微博,1,1314,【此刻，冬奥会正式进入北京时间】#2018年冬奥会#闭幕，现在进入北京时间，平昌冬奥会闭幕式北京八分钟上演！北京8分钟闪耀冬奥闭幕式，上演融合科技和文化的盛宴，2022相约北京！@CCTV5体育新闻 LCCTV5的微博视频,3,761991,1,7,4.21142E+15,非著名特警,2018/2/25 21:20,
,comment,4.21139E+15,,一定能赢,2,,,,4.20227E+15,梨涡浅笑小姑凉,2018/2/25 18:52,https://weibo.com/5501934391
,comment,4.19733E+15,,看成昌平冬奥会,2,,,,4.19728E+15,入口即化屎蛋蛋,2018/1/17 23:56,https://weibo.com/6442453329
,comment,4.26981E+15,,帮大家再转转反正我知道我是非顺手一转,2,,,,4.2683E+15,小恶魔萧萧,2018/8/6 0:11,https://weibo.com/6064306475
,comment,4.24891E+15,, 那边g7 这边g2,2,,,,4.2489E+15,roroTOT ,2018/6/9 7:48,https://weibo.com/u/1171887095?refer_flag=1001030106_
1130,体育博主,1,1026,"#高考作文#
突然想起北京申冬奥成功后的一段话
2022年的北京冬奥会的魅力不仅仅在于冰雪的运动，而在于你无法想象2022年你会以怎样的身份在哪里和谁一起去看这一届冬奥会，有可能你刚刚褪下西装革履和家人孩子一起共享温馨时刻，也有可能你忙着科研只在手机上撇了一眼盛况。无论如何，只愿2022是最好的我们。2035亦是如此吧
与作文无关，仅仅是临时想起来的，下午数学fighting啊?? 2济南·山东师范大学长清湖校区 收起全文d",2,486,,3,4.24828E+15,波撼济宁城,2018/6/7 14:23,
,comment,4.25344E+15,,#挑战NBA偶像#哈登适合速短道速滑，因为他在篮球场上“碰瓷”的技术可以在这项运动中得到充分施展，左碰右闪对手，无敌帅，不服我就大胡子撩人！@CCTV5,2,,,,4.25338E+15,卩s丶战神灬东,2018/6/21 19:48,https://weibo.com/3919089106
,comment,4.20224E+15,,牛了，张培萌，但是田径还继续比的吗？,3,,,,4.20224E+15,口土白沫,2018/1/31 13:07,https://weibo.com/2266039371
,comment,4.20231E+15,,赞啊，咱们国家历史第一人！[加油],3,,,,4.20227E+15,tingzi婷子,2018/1/31 18:07,https://weibo.com/yangtingspace
59883,兰州晚报,,455,#平昌冬奥会 北京8分钟# 【央视专访张艺谋：平昌“北京8分钟”表演主题基本确定为“2022，相约北京”】2018韩国平昌冬奥会开幕在即，负责执导闭幕式交接仪式“北京8分钟”的张艺谋，正带领主创团队进行赴平昌前的最后彩排。平昌 “北京8分钟”定位是什么？将呈现怎样的表演？（央视记者曹岩） L央视新闻的秒拍视频 收起全文d,2,387120,2,1,4.19719E+15,兰州晚报,2018/1/17 15:01,
,comment,4.19907E+15,,日本动漫典型还不够代表文化产业,1,,,,4.19907E+15,薛辰WILL,2018/1/23 12:43,
,comment,4.2074E+15,,看哭了,1,,,,4.19929E+15,一匹没有感情的杀手,2018/2/14 18:58,https://weibo.com/3959834356
,comment,4.20038E+15,,这身衣服挺精神,3,,,,4.20025E+15,SuperVolley排球竞赛中心,2018/1/26 10:02,https://weibo.com/supervolley
,comment,4.21282E+15,,#李敏镐#   #李敏镐PMZ慈善平台#   #2018平昌冬季奧运会宣传大使李敏镐#   #always李敏镐# 真棒@李敏镐,2,,,,4.21248E+15,Minoz心之缘,2018/3/1 18:01,https://weibo.com/2559731375
21958,中国体育报官方微博,1,772,#每日一图# 2018年6月20日，新组建的中国雪车队在结束平昌冬奥会的比赛后在上海莘庄训练基地开始投入到北京冬奥会的备战训练中，新组建的国家雪车队有男运动员19人，女运动员10人共29名运动员。他们在沪完成为期一个多月的夏训后将前往加拿大进行下一个科目的训练。,2,156767,,2,4.25332E+15,中国体育报,2018/6/21 12:00,
,comment,4.21279E+15,,中国加油，期待2022年冬奥会,3,,,,4.21275E+15,盖盖-彦青,2018/3/1 16:11,https://weibo.com/1843660984
7848,张家界同城会官方微博,,1489,作为北京2022年冬奥会的标志性建筑，国家速滑馆部分区域已率先实现“破土而出”。30日，北京市重大项目办首次公布国家速滑馆的四大设计亮点，不仅双曲马鞍形索网跨度是世界体育场馆之最，1.2万平方米冰面也将创下亚洲之最。,2,161047,,,4.24587E+15,张家界同城会,2018/5/31 22:48,
,comment,4.19975E+15,,原来当年只有六岁，什么都不懂，难怪没有一点印象，原来已经14年过去了，真快，现在的中国也已经不用靠一场奥运会来展国威了，真好,3,,,,4.19929E+15,我是一顆胖胖的草莓,2018/1/24 16:20,https://weibo.com/3710902397
8754,没有钱，没有权，但有些许自己的思想，人生有了这些，也就够了。,,0,【张艺谋揭秘平昌冬奥会“北京8分钟”：螺丝钉都要带】原标题：张艺谋揭秘平昌冬奥会&ldquo;北京8分钟&rdquo;：螺丝钉都要带张艺谋揭秘平昌冬奥会&ldquo;北京8分钟&rdquo;在昌平排练模拟平昌演出现场环境；经受当地寒冷天气考验，参演 （自 @凤凰网体育） O张艺谋揭秘平昌冬奥会“北京8分钟”：螺丝钉都要带,2,1252,,,4.20037E+15,老学9,2018/1/26 9:11,
,comment,4.21977E+15,,私信沟通一下,2,,,,4.21975E+15,紫光阁,2018/3/20 22:24,
,comment,4.21274E+15,,助攻,3,,,,4.2127E+15,蒹葭爱deer,2018/3/1 12:45,https://weibo.com/5195387168
,comment,4.20039E+15,, 这个8分钟值得再看一遍 @JuneRaindrop,3,,,,4.20039E+15,棋哥 ,2018/1/26 10:48,https://weibo.com/u/1496864063?refer_flag=1001030106_
621,他还没有填写个人简介,,62,2022相约北京！平昌冬奥会“北京8分钟”。看完后我的眼睛湿润了，我看到祖国渐渐富强，看到生活渐渐富足，我的眼睛湿润了。 O网页链接,3,79,,,4.21242E+15,Hiza,2018/2/28 15:05,
,comment,4.20242E+15,,萌哥加油！！真的超级为你骄傲成为第一人相信你在这方面你也是很ok的,3,,,,4.20227E+15,1CM春风,2018/2/1 1:02,https://weibo.com/5321469539
,comment,4.24909E+15,,瘦了？？,2,,,,4.24868E+15,元首与狂热分子_,2018/6/9 20:10,https://weibo.com/6303188759
,comment,4.19717E+15,,能不能给张家口几个镜头,1,,,,4.19694E+15,偶ToucH,2018/1/17 13:43,https://weibo.com/3170528051
,comment,4.23374E+15,,离我家好近好近的,2,,,,4.23338E+15,坚持6224523724,2018/4/28 11:18,https://weibo.com/6224523724
,comment,4.19694E+15,,老张你还是歇了吧。,1,,,,4.19694E+15,人多的地方别去,2018/1/16 22:30,https://weibo.com/1649295520
,comment,4.19717E+15,,张导还是很适合大场面的，北京奥运开幕式，超级惊艳，期待这次的北京八分钟，虽然对本届平昌冬奥运不感兴趣，但会关注北京八分钟,2,,,,4.19694E+15,苦难终将过去A,2018/1/17 13:39,https://weibo.com/6377502833
103,有梦的人终不会甘于平庸,2,749,#任子威# 子威男神节日快乐，北京冬奥会一定去看你,2,74,,7,4.2239E+15,涂灵心59208,2018/4/1 7:42,
,comment,4.19407E+15,,而且我也支持好久了，我特别开心,3,,,,4.19404E+15,Joy秋雨苹草,2018/1/9 0:19,https://weibo.com/5720398707
,comment,4.21143E+15,,什么时候报名2022冬奥会志愿者啊,2,,,,4.19747E+15,我来自精灵王国呀,2018/2/25 21:53,https://weibo.com/5716500725
,comment,4.20229E+15,,厉害了，萌萌！！,3,,,,4.20227E+15,PABU丫,2018/1/31 16:42,https://weibo.com/2518965794
,comment,4.19909E+15,,拉的是特定的 几个月就够了,2,,,,4.19907E+15,紫月幽魔灵刹,2018/1/23 10:31,
,comment,4.19718E+15,,加油,3,,,,4.19694E+15,正牌椰汁,2018/1/17 14:11,https://weibo.com/5432670601
4762,体育博主,33,169,下个月即将在韩国举办的平昌冬奥会，将是丰田汽车首次以奥林匹克全球合作伙伴的身份正式亮相奥运会，从2018年的平昌冬奥会到2022年的北京冬奥会，丰田汽车将与冰雪运动结下不解之缘。,2,1309267,234,134,4.19941E+15,世界体育百态,2018/1/23 17:35,
,comment,4.21031E+15,,有唐嫣,2,,,,4.19929E+15,夏茉星空轻似梦,2018/2/22 19:50,https://weibo.com/5537498715
73771,《潍坊晚报》官方微博,,727,"# 潍坊身边事# 【潍坊农产品将供北京冬奥会】6月22日，北京市政府在北京会议中心召开北京冬奥会食品安全“区域协作、基地保障、全程监管”动员部署大会，安排部署2022年冬奥会食品安全与保障工作，建立产销对接、全程监管机制，提升食品安全保障水平。会上，我市被确定为供京食品产地之一。

大会上，北京市丰台区受北京市政府委托与我市签订《食品安全协作监管框架协议》(以下简称《协议》)，达成了共建协作机制。

《协议》中明确，“产地政府与销地政府签约，产地政府生产的产品进入销地市场视同进入北京市场”，不仅畅通了潍坊市的食品、食用农产品进入整个北京市的绿色通道，丰富了北京菜篮子，提升了我市农产品的品牌效应，增强了监管效能，还很好地保障了潍坊市广大基地、企业的利益。

(记者 陈静静) 收起全文d",2,585399,,4,4.25545E+15,潍坊晚报,2018/6/27 8:56,
465,一个爱国球的年轻人,1,528,【对比】奥运会开幕式平昌对照北京（精简版）平昌冬奥会VS北京奥运会 #哔哩哔哩# O网页链接,2,54,,1,4.21238E+15,期待远方的猫仔,2018/2/28 12:29,
,comment,4.20308E+15,,了不起！你们真棒！,3,,,,4.20227E+15,檬莓-科,2018/2/2 20:56,https://weibo.com/5656927522
,comment,4.21244E+15,, 大部分赛区在河北，冠名北京，北京延庆赛区也是1958年从河北划出去的,1,,,,4.21243E+15,春中田院儿 ,2018/2/28 16:49,https://weibo.com/u/3027396747?refer_flag=1001030106_
,comment,4.25585E+15,,鄙人属于张家口和大同混血,2,,,,4.25565E+15,口水_Lu,2018/6/28 11:20,https://weibo.com/5534029005
,comment,4.19694E+15,,说良心话，这样的活中国只有张艺谋合适,3,,,,4.19694E+15,轻乏,2018/1/16 22:31,https://weibo.com/6006382406
,comment,4.19963E+15,,还能回到2008年么,1,,,,4.19951E+15,風景天晴,2018/1/24 8:39,https://weibo.com/1901263231
2,她还没有填写个人简介,12,43,"没有想过要退役啊啊啊
期待着你站在2022年
北京冬奥会的最高领奖台",3,44,26,173,4.22392E+15,噗桑的小西柚,2018/4/1 9:08,
21401,知名本地博主,,223,#石家庄# 【河北这两地将先行建设5G网络 看看有没有你家乡】河北省通信管理局12日透露，河北省将在雄安新区、2022年北京冬奥会张家口赛区开展第五代移动通信（5G）先行先试，先城市、后农村，分步骤、分梯次推进5G网络部署。于2020年起，启动5G规模化商用。通知提出，2018年，河北将编制完成5G基站站址规划，推进通信基站与社会塔（杆）资源实现双向开放共享。2019年，河北将在雄安新区、2022年北京冬奥会张家口赛区建设5G试商用网络。2020年起，河北将启动5G规模化商用，完善城市及热点地区5G网络覆盖，并逐步向农村地区延伸。 收起全文d,2,1078445,1,,4.25042E+15,表白石家庄,2018/6/13 11:50,
,comment,4.2128E+15,,展示大国风范，扬我国威。,3,,,,4.21277E+15,用户3608444583,2018/3/1 16:52,https://weibo.com/jiaxingqiang1963
,comment,4.19745E+15,," #伏牛冰壶,中国冰壶装备供应商# #curling#",2,,,,4.19714E+15,郭良平 ,2018/1/18 8:11,https://weibo.com/u/1044662560?refer_flag=1001030106_
,comment,4.21059E+15,,做个人,1,,,,4.21057E+15,快乐的小胖子or小瘦子,2018/2/23 14:02,https://weibo.com/3320926062
,comment,4.25705E+15,,滑雪！哈登在球场将速度与技巧结合的相当完美，而高山滑雪同样需要运动员们速度和技巧完美地结合在一起。@CCTV5,2,,,,4.25338E+15,365天保质期,2018/7/1 19:22,https://weibo.com/1743178112
,comment,4.19763E+15,,换人吧，恶心。,1,,,,4.19716E+15,e树花开,2018/1/18 20:02,https://weibo.com/2751814797
,comment,4.21147E+15,,一句话  厉害了！我的国～,3,,,,4.20045E+15,玛晓,2018/2/26 0:31,https://weibo.com/6491249420
,comment,4.25342E+15,,道歉有那么难吗，错了就是错了,1,,,,4.25338E+15,晃晃悠悠的柯本,2018/6/21 18:50,https://weibo.com/5064530444
,comment,4.21248E+15,,#李敏镐平昌冬奥会宣传大使# 很盡責呦，#李敏镐# @李敏镐  ,3,,,,4.21248E+15,tuct_minoz,2018/2/28 19:25,https://weibo.com/5240312433
,comment,4.19948E+15,,听到welcome to Beijing  .还是有一种要热泪盈眶的感觉,3,,,,4.19929E+15,o喵喵喵喵喵喵喵o,2018/1/23 22:14,https://weibo.com/2271821913
,comment,4.21072E+15,,都是小孩，好厉害！,3,,,,4.19929E+15,窗前谁为芭蕉树,2018/2/23 23:04,https://weibo.com/3024617282
,comment,4.20076E+15,,竟然看哭我了,1,,,,4.20039E+15,我的ID又被看到了,2018/1/27 10:56,https://weibo.com/6071047131
39347,劳动午报官方微博,,552,#今日午报要览# 1、北京冬奥会场馆建设首次引入社会资本；2、职业院校岂可变身“职业中介”；3、北京建成58个医联体覆盖16区；4、市总慰问节假日保障运营的哥的姐；5、让山区农村环境倍儿有面儿；6、企业关停并转，员工该怎么办；7、“劳动光荣 幸福绽放”……O网页链接,2,62759,1,,4.20253E+15,劳动午报,2018/2/1 8:29,
182,一枚小小的水军,,43,发表了博文《攻克京张高铁隧道施工难题》7月19日17时30分，随着2022年北京冬奥会配套工程、全国第一条智能化高速铁路——北京至张家口高铁东花园隧道最后一板衬砌混凝土的浇筑完成，标志着国内最长强富水O攻克京张高铁隧道施工难题,2,18,,,4.26814E+15,ssrs405,2018/8/1 9:21,
294,让旅游更智慧，我们不只是说说而已,,33,冰雪旅游:2022年北京冬奥会延庆赛区加速筹备(同步自@新浪看点)O冰雪旅游:2022年北京冬奥会延庆赛区加速筹备,2,19,,,4.22069E+15,觅迹旅游,2018/3/23 11:19,
,comment,4.23378E+15,,抱走三岁小可爱,3,,,,4.23372E+15,马家军小Panda,2018/4/28 13:49,https://weibo.com/1737227801
11062,贺州市人民政府新闻办公室官方微博,,143,"#贺州微头条# 【钟山有机农产品搭上供京直通车 有望摆上北京冬奥会餐桌】6月22日，北京冬奥会食品安全“区域协作 基地保障 全程监管”动员部署大会在北京会议中心举行。 北京市与来自全国21个省55个地市81个县的政府监管部门、基地和企业对接、合作，筹办2022年冬奥会食品安全工作。
钟山县作为2017年广西唯一入选第一批国家农业可持续发展示范区的县区应邀参加会议，并与北京市有关区政府代表签署供京食品合作监管框架协议。via.贺州日报官微 收起全文d",2,140087,,2,4.25376E+15,长寿贺州,2018/6/22 17:29,
,comment,4.25432E+15,,月月好美,3,,,,4.25416E+15,老吴-68,2018/6/24 6:03,https://weibo.com/6116337988
,comment,4.21143E+15,,9分 剩下的1分给2022年北京冬奥会  我相信4年后我们会更好,3,,,,4.21142E+15,颜如玉温如雪,2018/2/25 21:57,https://weibo.com/5340619500
10219,中共张家口市委宣传部官方微博,,239,【奥林匹克会旗在张家口青少年奥林匹克运动学校传递】#张家口人张家口事#日前，张家口市青少年奥林匹克运动学校迎来奥林匹克会旗，师生们开展多种活动，喜迎五环旗，共同为2022北京冬奥会加油。市青少年奥林匹克运动学校是全国第一所体教结合的冬奥专业学校，组建于2016年3月。（郑世繁 陈晓东）,2,227411,,6,4.21994E+15,大好河山张家口,2018/3/21 9:32,
,comment,4.21251E+15,,#李敏镐# mers勇担重任，禁韩一马当先，这就是李敏镐,3,,,,4.2125E+15,Minoz_STY,2018/2/28 21:03,https://weibo.com/5082626483
98226,知名财经博主,,28,"京张高铁预计2019年6月完工试运行，当年年底正式通车

12月26日，北京晨报记者从延庆区第二届人民代表大会第四次会议上获悉，为了保障冬奥会、世园会，兴延高速、延崇高速平原段计划于明年年底通车，京张高铁计划于2019年年底通车。同时，2022年冬奥会延庆赛区8个赛道自动气象站布设完成，已经开始实现数据采集和定时传输。

兴延高速计划明年底通车

延庆区重大办相关负责人金多介绍，兴延高速公路是2019年世园会、2022年冬奥会的重要交通保障设施，也是北京市为解决西北部交通瓶颈问题新规划的一条交通大动脉。兴延高速南起西北六环双横立交，北至延庆京藏高速营城子立交收费站以北，路线全长42.2公里，其中延庆境内主线全长11.1公里。

兴延高速计划于2018年底竣工通车，建成通车后将服务2019年北京世园会，届时将有效缓解北京西北方向京藏高速、京新高速的交通压力，成为联系中心城的又一重要通道。

延崇高速公路与兴延高速相接，是2019北京世园会园区道路和2022年冬奥会赛场联络通道，同时还是连接北京城区、延庆新城与河北张北地区的快速交通干道，对于疏解西北通道客货运交通压力，提高道路通行能力和行车安全将起到重要作用。据了解，延崇高速工程起点为延庆区大浮坨村西侧，与正在建设的兴延高速相接，终点在市界与延崇高速河北段相接。目前，延崇高速项目的9个标段均在紧张施工，预计平原段2018年年底建成通车，山区段2019年年底建成通车。

京张高铁半小时到延庆

除了道路交通工程持续推进，正在建设的京张高铁也将更加方便地连接北京市区和延庆。延庆区交通局副局长程智民介绍，京张高铁延庆境内主线20.13公里，支线9.25公里，截至目前，京张高铁延庆段的征拆工作在北京率先完成主、支线全部交地任务，京张高铁延庆段主线20.13公里，已全部进场施工。目前，新八达岭隧道工程正洞已完成总量的49%，长城站疏散及救援通道已完成总量的66%，康庄高架特大桥现已完成2875根钻孔桩、291个承台、282个墩身。“如果开车走京藏高速，顺利的话一个半小时到延庆，堵车的话至少两个多小时，京张高铁开通后，半个小时就能到延庆，50分钟左右就能到张家口。”程智民说，京张高铁预计在2019年6月完工试运行，2019年年底正式通车。

冬奥赛道自动气象站布设完成

延庆区张山营镇小海坨山地区将举办高山滑雪和雪车雪橇项目比赛，延庆区气象局局长闫巍介绍，截至目前，冬奥会延庆赛区8个赛道自动气象站布设完成，已经开始实现数据采集和定时传输。在冬奥会筹办期间，赛道自动气象站将为赛区相关设施的规划和设计，及后期赛道调整，防风、缆车等配套设施建设提供气象依据。比如，参与高山滑雪的比赛者会对赛道雪温、雪质的变化非常关注，因为这些因素会影响到滑雪板与雪面之间的摩擦力，运动员及教练团队需要及时掌握这些信息，以便决定为滑雪板打蜡的种类和时间，这对运动员的成绩有很大影响。
未来，延庆赛区还将进一步完善高山滑雪、雪车雪橇项目的气象监测站点，并对延庆赛区的气象监测站网和设施进行优化、更新。预计相关工作将于2018年年底完成。

延庆将建冬奥森林公园

延庆区冬奥办专职副主任宋海田介绍，今年以来，延庆的冬奥筹备已从基础规划阶段转入专项实施阶段。北京晨报记者了解到，冬奥森林公园将选址张山营镇西北部，届时会将生态保护与奥运文化的体现完美融合。宋海田说，明年延庆将完成赛场核心区征地拆迁，建成规划展示中心，确定赛区PPP项目社会投资人。国家高山滑雪中心工程计划完成60%项目进度，雪车雪橇中心计划完成赛道U型槽结构施工，冬奥村和山地媒体中心结构施工将完成50%，松闫路改线段主体完工。同时，将加快北京冰上项目训练基地建设。 收起全文d",2,12313,,,4.19173E+15,明月我家,2018/1/2 13:11,
,comment,4.21035E+15,,我看到了唐嫣,2,,,,4.19929E+15,改昵称meidei,2018/2/22 22:16,https://weibo.com/5845627336
,comment,4.24605E+15,,支持你！！,3,,,,4.24603E+15,芷青继,2018/6/1 10:43,https://weibo.com/6410648162
,comment,4.24605E+15,,给力！,3,,,,4.24603E+15,紫槐碎,2018/6/1 10:35,https://weibo.com/6428275182
,comment,4.21249E+15,,陈独秀同学 请你坐下,1,,,,4.21246E+15,牛奶曲奇柠檬酱,2018/2/28 20:08,
,comment,4.21351E+15,,心情一下变得好失落大哭现在怎么办啊？？？,1,,,,4.21286E+15,用户6342764839,2018/3/3 15:24,https://weibo.com/6342764839
,comment,4.19407E+15,,看来到时候就可以去北京看比赛了,3,,,,4.19404E+15,YY非_常惨舟孰,2018/1/9 0:14,https://weibo.com/5901346425
,comment,4.24282E+15,,国家工程，怎敢怠慢,2,,,,4.24246E+15,没会员不敢乱改名呀,2018/5/23 12:29,https://weibo.com/5367799238
,comment,4.26853E+15,, 3年前是姚明作为冬奥会形象大使帮助中国拿下2022年的举办权！3年前同样又是姚明帮助中国拿下2019年篮球世界杯的举办权！感谢姚明！@红星新闻,2,,,,4.2683E+15,国篮雄起 ,2018/8/2 11:29,https://weibo.com/u/2482838941?refer_flag=1001030106_
,comment,4.22081E+15,,点个赞,3,,,,4.2208E+15,Lajonli,2018/3/23 18:52,https://weibo.com/xiaolong115
7246,体育博主,,218,北京冬奥会筹办之场馆篇：场馆建设全面启动 奥运遗产再添亮点#360浏览器#O网页链接,2,1795,,,4.22351E+15,悦读2022,2018/3/31 5:33,
